Code Ville 1,Code Pays 1,Ville 1,Code Ville 2,Code Pays 2,Ville 2,Passagers 2000,Distance (km)
LIS,PORT,LISBON,PDL,PORT,PONTA DELGADA (ACORES),289976,1445
ABQ,UNST,ALBUQUERQUE,CHI,UNST,CHICAGO **,289748,1811
LAS,UNST,LAS VEGAS,MSY,UNST,NEW ORLEANS,289718,2409
PVD,UNST,PROVIDENCE,WAS,UNST,WASHINGTON **,289640,584
STO,SWED,STOCKHOLM **,VBY,SWED,VISBY,289120,188
MAD,SPAN,MADRID **,SAO,BRAZ,SAO PAULO **,289056,8383
LON,UNKG,LONDON **,SFB,UNST,SANFORD,288967,6908
CHI,UNST,CHICAGO **,SMF,UNST,SACRAMENTO,288708,2880
MAD,SPAN,MADRID **,MUC,GERF,MUNICH,287721,1479
BCN,SPAN,BARCELONA,MUC,GERF,MUNICH,287634,1072
PHX,UNST,PHOENIX,WAS,UNST,WASHINGTON **,287258,3161
SAT,UNST,SAN ANTONIO,WAS,UNST,WASHINGTON **,287176,2203
HEL,FINL,HELSINKI,RVN,FINL,ROVANIEMI,286758,696
AMS,NETH,AMSTERDAM,EDI,UNKG,EDINBURGH,286253,665
CVG,UNST,CINCINNATI,ORL,UNST,ORLANDO,285928,1208
MAN,UNKG,MANCHESTER,SFB,UNST,SANFORD,285208,6768
HFD,UNST,HARTFORD SPRINGFIELDS,PHX,UNST,PHOENIX,285114,3553
MAN,UNKG,MANCHESTER,ORL,UNST,ORLANDO,285047,6795
BLQ,ITAL,BOLOGNA,PAR,FRAN,PARIS **,284990,824
BOI,UNST,BOISE,SLC,UNST,SALT LAKE CITY,284940,467
MAH,SPAN,MAHON,PMI,SPAN,PALMA DE MALLORCA,284559,134
MIA,UNST,MIAMI **,MSP,UNST,MINNEAPOLIS,284428,2418
ATL,UNST,ATLANTA,AUS,UNST,AUSTIN,284248,1304
LTN,UNKG,LUTON,PMI,SPAN,PALMA DE MALLORCA,283639,1389
MIL,ITAL,MILANO **,MUC,GERF,MUNICH,283593,354
HFD,UNST,HARTFORD SPRINGFIELDS,LAS,UNST,LAS VEGAS,283464,3687
GIZ,SAUD,GIZAN,JED,SAUD,JEDDAH,283000,618
FLL,UNST,FORT LAUDERDALE,PVD,UNST,PROVIDENCE,282986,1916
DAL,UNST,DALLAS **,FRA,GERF,FRANKFURT,282890,8245
AMS,NETH,AMSTERDAM,NBO,KENY,NAIROBI **,282300,6673
KUL,MALB,KUALA LUMPUR,SYD,ASTL,SYDNEY,282038,6608
BOS,UNST,BOSTON,CVG,UNST,CINCINNATI,281630,1207
LAX,UNST,LOS ANGELES **,PIT,UNST,PITTSBURGH,281184,3427
CHI,UNST,CHICAGO **,YVR,CAND,VANCOUVER,281047,2854
HEL,FINL,HELSINKI,PAR,FRAN,PARIS **,280633,1926
BIO,SPAN,BILBAO,LON,UNKG,LONDON **,279956,903
LIM,PERU,LIMA,SCL,CHIL,SANTIAGO DE CHILE,279729,2480
ATL,UNST,ATLANTA,MKE,UNST,MILWAUKEE,279576,1076
AMS,NETH,AMSTERDAM,PRG,CZCH,PRAGUE,279207,715
CHI,UNST,CHICAGO **,OAK,UNST,OAKLAND,279046,2968
HEL,FINL,HELSINKI,KUO,FINL,KUOPIO,278822,335
BKK,THAI,BANGKOK,ZRH,SWTZ,ZURICH,278436,9018
CLE,UNST,CLEVELAND,DAL,UNST,DALLAS **,278344,1637
SEL,KORR,SEOUL **,SYD,ASTL,SYDNEY,277990,8333
CVG,UNST,CINCINNATI,WAS,UNST,WASHINGTON **,277956,642
MAN,UNKG,MANCHESTER,PFO,CYPR,PAPHOS,277898,3402
AMS,NETH,AMSTERDAM,NCE,FRAN,NICE,277683,978
CGN,GERF,COLOGNE,LON,UNKG,LONDON **,277565,558
AMS,NETH,AMSTERDAM,LIS,PORT,LISBON,277216,1848
BKK,THAI,BANGKOK,KHH,TAIW,KAOHSIUNG,276782,2299
OSL,NORW,OSLO **,PAR,FRAN,PARIS **,276594,1348
HAJ,GERF,HANOVER,LON,UNKG,LONDON **,276566,732
PUS,KORR,PUSAN,SYD,ASTL,SYDNEY,276266,8013
PHL,UNST,PHILADELPHIA,STL,UNST,ST LOUIS,275956,1305
AGP,SPAN,MALAGA,FRA,GERF,FRANKFURT,275908,1817
PAR,FRAN,PARIS **,SIN,SING,SINGAPORE **,275518,10734
AMS,NETH,AMSTERDAM,BUD,HUNG,BUDAPEST,275301,1166
DXB,UNAR,DUBAI,FRA,GERF,FRANKFURT,275253,4838
SGN,VTND,HO CHI MINH CITY,SIN,SING,SINGAPORE **,274607,1092
KIN,JAMC,KINGSTON,NYC,UNST,NEW YORK **,274564,2549
BOS,UNST,BOSTON,CMH,UNST,"COLUMBUS, OH **",274294,1027
AKL,NEWZ,AUCKLAND,SIN,SING,SINGAPORE **,274178,8404
AMS,NETH,AMSTERDAM,GOT,SWED,GOTEBORG **,273159,775
AYT,TURK,ANTALYA,BER,GERF,BERLIN **,272952,2196
AMS,NETH,AMSTERDAM,SIN,SING,SINGAPORE **,272923,10505
DEN,UNST,DENVER,SMF,UNST,SACRAMENTO,272886,1437
BWI,UNST,BALTIMORE,PDX,UNST,PORTLAND,272662,3784
AIY,UNST,ATLANTIC CITY,ORL,UNST,ORLANDO,272360,1360
CLT,UNST,CHARLOTTE,LAX,UNST,LOS ANGELES **,272178,3411
PWM,UNST,"PORTLAND (PWM, PDX)",WAS,UNST,WASHINGTON **,271726,784
BHX,UNKG,BIRMINGHAM,TCI,SPNA,TENERIFE **,271634,2947
LON,UNKG,LONDON **,YYC,CAND,CALGARY,271166,7010
DUS,GERF,DUSSELDORF,STR,GERF,STUTTGART,271043,338
HKT,THAI,PHUKET,SIN,SING,SINGAPORE **,270643,981
BWI,UNST,BALTIMORE,IND,UNST,INDIANAPOLIS,270176,827
HKG,HONG,HONG KONG,YTO,CAND,TORONTO,270092,12531
FRA,GERF,FRANKFURT,OSL,NORW,OSLO **,269948,1104
FMY,UNST,FORT MYERS,MSP,UNST,MINNEAPOLIS,269242,2273
CMH,UNST,"COLUMBUS, OH **",DAL,UNST,DALLAS **,269104,1485
HOU,UNST,HOUSTON **,SLC,UNST,SALT LAKE CITY,268966,1948
BUD,HUNG,BUDAPEST,ZRH,SWTZ,ZURICH,268846,802
FLL,UNST,FORT LAUDERDALE,STL,UNST,ST LOUIS,268548,1701
BJS,CHIN,BEIJING,BKK,THAI,BANGKOK,268134,3266
MKE,UNST,MILWAUKEE,TPA,UNST,"TAMPA, FL **",268120,1733
IST,TURK,ISTANBUL,STR,GERF,STUTTGART,267936,1761
ABQ,UNST,ALBUQUERQUE,WAS,UNST,WASHINGTON **,267770,2630
AMS,NETH,AMSTERDAM,ATL,UNST,ATLANTA,267556,7061
CLT,UNST,CHARLOTTE,ORL,UNST,ORLANDO,267480,744
AUS,UNST,AUSTIN,BWI,UNST,BALTIMORE,267336,2151
BHM,UNST,BIRMINGHAM,MSY,UNST,NEW ORLEANS,267250,518
BRU,BELG,BRUSSELS,GVA,SWTZ,GENEVA,267183,532
BHX,UNKG,BIRMINGHAM,GLA,UNKG,GLASGOW **,266905,416
IND,UNST,INDIANAPOLIS,PHL,UNST,PHILADELPHIA,266872,943
IST,TURK,ISTANBUL,NYC,UNST,NEW YORK **,266200,8053
GSP,UNST,GREENVILLE/SPARTANBURG,NYC,UNST,NEW YORK **,266080,970
BKK,THAI,BANGKOK,SHA,CHIN,SHANGHAI **,266055,2877
MKC,UNST,KANSAS CITY,SEA,UNST,SEATTLE,265938,2409
MKC,UNST,KANSAS CITY,SAN,UNST,SAN DIEGO,265476,2147
ATL,UNST,ATLANTA,PDX,UNST,PORTLAND,265068,3486
CVG,UNST,CINCINNATI,DEN,UNST,DENVER,265066,1734
AUS,UNST,AUSTIN,DEN,UNST,DENVER,265058,1237
ADZ,COLM,SAN ANDRES I.,BOG,COLM,BOGOTA,264907,1206
DEL,INDA,DELHI,LON,UNKG,LONDON **,264630,6755
BHX,UNKG,BIRMINGHAM,EDI,UNKG,EDINBURGH,264337,403
ABQ,UNST,ALBUQUERQUE,SAN,UNST,SAN DIEGO,264272,1009
MIA,UNST,MIAMI **,TPA,UNST,"TAMPA, FL **",264192,328
LAS,UNST,LAS VEGAS,RDU,UNST,RALEIGH/DURHAM,263762,3252
AYT,TURK,ANTALYA,HAJ,GERF,HANOVER,263470,2382
PVD,UNST,PROVIDENCE,SFO,UNST,SAN FRANCISCO,262864,4318
FAO,PORT,FARO,LIS,PORT,LISBON,262636,220
BKK,THAI,BANGKOK,PNH,KHMR,PHNOM-PENH,262607,530
NCE,FRAN,NICE,ZRH,SWTZ,ZURICH,262559,433
ATL,UNST,ATLANTA,SJC,UNST,SAN JOSE,262136,3393
FRA,GERF,FRANKFURT,MIA,UNST,MIAMI **,261856,7757
LON,UNKG,LONDON **,NBO,KENY,NAIROBI **,261810,6840
BOS,UNST,BOSTON,SLC,UNST,SALT LAKE CITY,261278,3377
BUF,UNST,BUFFALO,TPA,UNST,"TAMPA, FL **",261074,1698
AMS,NETH,AMSTERDAM,TCI,SPNA,TENERIFE **,261038,3196
CLT,UNST,CHARLOTTE,SFO,UNST,SAN FRANCISCO,260880,3686
ABQ,UNST,ALBUQUERQUE,OAK,UNST,OAKLAND,260672,1426
SAN,UNST,SAN DIEGO,STL,UNST,ST LOUIS,260380,2499
BNA,UNST,NASHVILLE,LAS,UNST,LAS VEGAS,260342,2548
ABQ,UNST,ALBUQUERQUE,NYC,UNST,NEW YORK **,260264,2911
DUS,GERF,DUSSELDORF,MIL,ITAL,MILANO **,260044,660
TYO,JAPN,TOKYO **,YVR,CAND,VANCOUVER,259791,7556
NYC,UNST,NEW YORK **,SDF,UNST,LOUISVILLE,259780,1047
NYC,UNST,NEW YORK **,RIO,BRAZ,RIO DE JANEIRO **,259777,7756
NYC,UNST,NEW YORK **,SRQ,UNST,SARASOTA,259750,1678
LON,UNKG,LONDON **,RTM,NETH,ROTTERDAM,259713,369
BRU,BELG,BRUSSELS,BER,GERF,BERLIN **,259580,634
AUS,UNST,AUSTIN,ELP,UNST,EL PASO,259368,843
KUL,MALB,KUALA LUMPUR,MAA,INDA,CHENNAI/MADRAS,259266,2608
ATL,UNST,ATLANTA,CAK,UNST,AKRON/CANTON,259238,849
BWI,UNST,BALTIMORE,MIA,UNST,MIAMI **,259184,1523
CAI,EGYP,CAIRO,RUH,SAUD,RIYADH,259000,1623
CVG,UNST,CINCINNATI,LAX,UNST,LOS ANGELES **,258806,3049
CHI,UNST,CHICAGO **,TUS,UNST,TUCSON,258690,2325
MAH,SPAN,MAHON,MAN,UNKG,MANCHESTER,258592,1577
MEX,MEXC,MEXICO CITY,PAR,FRAN,PARIS **,258072,9194
CVG,UNST,CINCINNATI,PHL,UNST,PHILADELPHIA,257840,814
HOU,UNST,HOUSTON **,LBB,UNST,LUBBOCK,257834,762
HER,GREC,IRAKLION,LON,UNKG,LONDON **,257817,2725
BIA,FRAN,BASTIA,MRS,FRAN,MARSEILLE,257275,360
ATL,UNST,ATLANTA,MYR,UNST,MYRTLE BEACH,257180,505
MPK,KORR,MOKPO,SEL,KORR,SEOUL **,256885,313
MKC,UNST,KANSAS CITY,OKC,UNST,OKLAHOMA CITY,256392,492
ELP,UNST,EL PASO,SAT,UNST,SAN ANTONIO,256278,797
MOZ,FREP,MOOREA,PPT,FREP,PAPEETE,256273,25
IND,UNST,INDIANAPOLIS,WAS,UNST,WASHINGTON **,255938,783
ATH,GREC,ATHENS,JTR,GREC,THIRA (SANTORIN),255656,228
CHI,UNST,CHICAGO **,RNO,UNST,RENO,255596,2705
LON,UNKG,LONDON **,MRS,FRAN,MARSEILLE,255256,984
DUS,GERF,DUSSELDORF,FUE,SPNA,PUERTO DEL ROSARIO,255036,3059
OKA,JAPN,OKINAWA,TPE,TAIW,TAIPEI,254931,626
ELP,UNST,EL PASO,HOU,UNST,HOUSTON **,254686,1085
AJA,FRAN,AJACCIO,MRS,FRAN,MARSEILLE,254599,338
FLL,UNST,FORT LAUDERDALE,MSY,UNST,NEW ORLEANS,254492,1082
HOU,UNST,HOUSTON **,SJC,UNST,SAN JOSE,254180,2600
FRA,GERF,FRANKFURT,PHL,UNST,PHILADELPHIA,254140,6334
FLL,UNST,FORT LAUDERDALE,PIT,UNST,PITTSBURGH,254126,1602
DUS,GERF,DUSSELDORF,NYC,UNST,NEW YORK **,253845,6018
CLE,UNST,CLEVELAND,FMY,UNST,FORT MYERS,253550,1648
BUD,HUNG,BUDAPEST,PAR,FRAN,PARIS **,253362,1257
CHI,UNST,CHICAGO **,ISP,UNST,LONG ISLAND MACARTHUR,253334,1217
BRE,GERF,BREMEN,MUC,GERF,MUNICH,252587,584
CMB,SRIL,COLOMBO,SIN,SING,SINGAPORE **,252531,2746
MEM,UNST,MEMPHIS,ORL,UNST,ORLANDO,252340,1090
BDA,BERM,BERMUDA,NYC,UNST,NEW YORK **,252006,1246
BCN,SPAN,BARCELONA,LIS,PORT,LISBON,251904,994
MIL,ITAL,MILANO **,TYO,JAPN,TOKYO **,251621,9728
PUS,KORR,PUSAN,SHE,CHIN,SHENYANG,251274,870
HFD,UNST,HARTFORD SPRINGFIELDS,RDU,UNST,RALEIGH/DURHAM,251238,855
JED,SAUD,JEDDAH,TUU,SAUD,TABUK,251000,806
PAR,FRAN,PARIS **,WAW,POLD,WARSAW,250698,1365
ATL,UNST,ATLANTA,ZRH,SWTZ,ZURICH,250642,7527
PHX,UNST,PHOENIX,SAT,UNST,SAN ANTONIO,250538,1355
SJC,UNST,SAN JOSE,WAS,UNST,WASHINGTON **,250502,3871
SFT,SWED,SKELLEFTEA,STO,SWED,STOCKHOLM **,250209,609
MCM,MONC,MONACO,MIL,ITAL,MILANO **,250063,236
SFO,UNST,SAN FRANCISCO,TPA,UNST,"TAMPA, FL **",250040,3842
BKK,THAI,BANGKOK,DEL,INDA,DELHI,249918,2917
CHI,UNST,CHICAGO **,PBI,UNST,PALM BEACH,249824,1822
BHM,UNST,BIRMINGHAM,ORL,UNST,ORLANDO,249716,759
LAX,UNST,LOS ANGELES **,PVR,MEXC,PUERTO-VALLARTA,249420,1958
IND,UNST,INDIANAPOLIS,SFO,UNST,SAN FRANCISCO,249310,3119
PHX,UNST,PHOENIX,PVD,UNST,PROVIDENCE,249112,3656
AUS,UNST,AUSTIN,SFO,UNST,SAN FRANCISCO,248686,2407
DAL,UNST,DALLAS **,MTY,MEXC,MONTERREY,248106,843
CLT,UNST,CHARLOTTE,LON,UNKG,LONDON **,248087,6386
DUB,IRLD,DUBLIN,FRA,GERF,FRANKFURT,247507,1085
HOU,UNST,HOUSTON **,MTY,MEXC,MONTERREY,247451,643
EIS,BRIV,ROADTOWN/BEEF ISLAND,SJU,PURI,SAN JUAN,247419,153
BOD,FRAN,BORDEAUX,LYS,FRAN,LYON **,247396,453
LTN,UNKG,LUTON,ZRH,SWTZ,ZURICH,247211,807
MUC,GERF,MUNICH,ROM,ITAL,ROMA **,247141,705
LIT,UNST,LITTLE ROCK,STL,UNST,ST LOUIS,247034,476
FRA,GERF,FRANKFURT,MEX,MEXC,MEXICO CITY,246785,9546
MAD,SPAN,MADRID **,XRY,SPAN,JEREZ,246726,467
ATL,UNST,ATLANTA,SNA,UNST,ORANGE COUNT,246610,3079
LYS,FRAN,LYON **,TLS,FRAN,TOULOUSE,246589,366
DUB,IRLD,DUBLIN,ORK,IRLD,CORK,246476,233
CPH,DENM,COPENHAGEN **,MUC,GERF,MUNICH,246347,834
MLB,UNST,MELBOURNE,NYC,UNST,NEW YORK **,246302,1531
MSP,UNST,MINNEAPOLIS,PIT,UNST,PITTSBURGH,245492,1167
AMS,NETH,AMSTERDAM,LPL,UNKG,LIVERPOOL,245446,526
ATH,GREC,ATHENS,ZRH,SWTZ,ZURICH,245439,1627
HKG,HONG,HONG KONG,MEL,ASTL,MELBOURNE **,245339,7405
DUS,GERF,DUSSELDORF,VIE,AUST,VIENNA,245179,784
HAM,GERF,HAMBURG,ZRH,SWTZ,ZURICH,245168,694
BOM,INDA,BOMBAY,FRA,GERF,FRANKFURT,245019,6565
DEN,UNST,DENVER,IND,UNST,INDIANAPOLIS,244838,1586
HKG,HONG,HONG KONG,SGN,VTND,HO CHI MINH CITY,244711,1510
OSA,JAPN,OSAKA **,PAR,FRAN,PARIS **,243887,9625
ORL,UNST,ORLANDO,PDX,UNST,PORTLAND,243700,4060
HGH,CHIN,HANGZHOU,HKG,HONG,HONG KONG,243682,1072
BWN,BRUN,BANDAR SERI BEGAWAN,SIN,SING,SINGAPORE **,243654,1275
EMA,UNKG,EAST MIDLANDS,PMI,SPAN,PALMA DE MALLORCA,243570,1508
BHX,UNKG,BIRMINGHAM,BRU,BELG,BRUSSELS,243377,463
CHI,UNST,CHICAGO **,MIL,ITAL,MILANO **,243257,7269
LON,UNKG,LONDON **,MEL,ASTL,MELBOURNE **,243025,16934
CFU,GREC,CORFU,MAN,UNKG,MANCHESTER,242963,2249
IND,UNST,INDIANAPOLIS,STL,UNST,ST LOUIS,242782,368
MKC,UNST,KANSAS CITY,TPA,UNST,"TAMPA, FL **",242522,1664
BRU,BELG,BRUSSELS,TCI,SPNA,TENERIFE **,242507,3066
DUB,IRLD,DUBLIN,EDI,UNKG,EDINBURGH,242385,336
CHI,UNST,CHICAGO **,LIT,UNST,LITTLE ROCK,242158,888
NUE,GERF,NUREMBERG,PMI,SPAN,PALMA DE MALLORCA,242049,1287
DEN,UNST,DENVER,OAK,UNST,OAKLAND,241734,1517
FRA,GERF,FRANKFURT,LYS,FRAN,LYON **,241653,549
BSL,SWTZ,BALE/MULOUSE,LON,UNKG,LONDON **,241380,729
LON,UNKG,LONDON **,TRN,ITAL,TORINO,241081,922
CLE,UNST,CLEVELAND,PHL,UNST,PHILADELPHIA,241010,583
CAI,EGYP,CAIRO,ROM,ITAL,ROMA **,240762,2147
NYC,UNST,NEW YORK **,SYR,UNST,SYRACUSE,240690,317
LAX,UNST,LOS ANGELES **,SAN,UNST,SAN DIEGO,240608,175
BOG,COLM,BOGOTA,SMR,COLM,SANTA MARTA,240496,715
CVG,UNST,CINCINNATI,SFO,UNST,SAN FRANCISCO,240364,3268
FUK,JAPN,FUKUOKA,HNL,UNST,HONOLULU,239931,7058
BLQ,ITAL,BOLOGNA,FRA,GERF,FRANKFURT,239487,645
AMS,NETH,AMSTERDAM,HKG,HONG,HONG KONG,239457,9281
BOS,UNST,BOSTON,MKE,UNST,MILWAUKEE,239202,1380
MAD,SPAN,MADRID **,PNA,SPAN,PAMPLONA,239067,302
JED,SAUD,JEDDAH,KRT,SUDN,KHARTOUM,239000,958
BHM,UNST,BIRMINGHAM,HOU,UNST,HOUSTON **,238848,918
DEN,UNST,DENVER,MSY,UNST,NEW ORLEANS,238832,1716
BOG,COLM,BOGOTA,PEI,COLM,PEREIRA,238601,178
ABY,UNST,ALBANY,CHI,UNST,CHICAGO **,238306,1188
BRU,BELG,BRUSSELS,HEL,FINL,HELSINKI,238206,1646
PHX,UNST,PHOENIX,TPA,UNST,"TAMPA, FL **",238086,2873
ALC,SPAN,ALICANTE,PMI,SPAN,PALMA DE MALLORCA,237924,308
AMS,NETH,AMSTERDAM,HAM,GERF,HAMBURG,237845,377
LAS,UNST,LAS VEGAS,PIT,UNST,PITTSBURGH,237844,3066
CHI,UNST,CHICAGO **,TUL,UNST,TULSA,237694,950
AMS,NETH,AMSTERDAM,NCL,UNKG,NEWCASTLE,237393,522
IST,TURK,ISTANBUL,TLV,ISRL,TEL AVIV,237292,1135
BOS,UNST,BOSTON,ROC,UNST,ROCHESTER,237236,550
ABQ,UNST,ALBUQUERQUE,DEN,UNST,DENVER,236968,546
ATL,UNST,ATLANTA,BNA,UNST,NASHVILLE,236964,344
AMS,NETH,AMSTERDAM,CHI,UNST,CHICAGO **,236960,6601
JAX,UNST,JACKSONVILLE,WAS,UNST,WASHINGTON **,236876,1023
PAR,FRAN,PARIS **,TRN,ITAL,TORINO,236782,560
ALC,SPAN,ALICANTE,AMS,NETH,AMSTERDAM,236628,1601
KUL,MALB,KUALA LUMPUR,PER,ASTL,PERTH,236554,4176
CLT,UNST,CHARLOTTE,TPA,UNST,"TAMPA, FL **",236264,820
DEN,UNST,DENVER,PIT,UNST,PITTSBURGH,236050,2089
DEN,UNST,DENVER,MKE,UNST,MILWAUKEE,236018,1457
DXB,UNAR,DUBAI,RUH,SAUD,RIYADH,236000,871
DXB,UNAR,DUBAI,JED,SAUD,JEDDAH,236000,1696
BKK,THAI,BANGKOK,DXB,UNAR,DUBAI,235963,4879
RNO,UNST,RENO,SNA,UNST,ORANGE COUNT,235712,670
LON,UNKG,LONDON **,RHO,GREC,RODOS,235685,2820
OKC,UNST,OKLAHOMA CITY,STL,UNST,ST LOUIS,235666,742
AMS,NETH,AMSTERDAM,SFO,UNST,SAN FRANCISCO,235599,8780
PRG,CZCH,PRAGUE,ZRH,SWTZ,ZURICH,235157,522
PSP,UNST,PALM SPRINGS,SEA,UNST,SEATTLE,235138,1589
BHX,UNKG,BIRMINGHAM,FRA,GERF,FRANKFURT,234918,765
BHM,UNST,BIRMINGHAM,NYC,UNST,NEW YORK **,234906,1382
NAP,ITAL,NAPOLI,TRN,ITAL,TORINO,234885,721
BWI,UNST,BALTIMORE,OAK,UNST,OAKLAND,234860,3926
GLA,UNKG,GLASGOW **,TCI,SPNA,TENERIFE **,234684,3211
LAS,UNST,LAS VEGAS,WAS,UNST,WASHINGTON **,234234,3335
AMS,NETH,AMSTERDAM,BER,GERF,BERLIN **,233964,584
CVG,UNST,CINCINNATI,TPA,UNST,"TAMPA, FL **",233786,1247
PIT,UNST,PITTSBURGH,WAS,UNST,WASHINGTON **,233620,312
MSP,UNST,MINNEAPOLIS,SAT,UNST,SAN ANTONIO,233566,1769
MSP,UNST,MINNEAPOLIS,PDX,UNST,PORTLAND,233460,2287
CVG,UNST,CINCINNATI,DAL,UNST,DALLAS **,233398,1300
HAV,CUBA,HAVANA,PAR,FRAN,PARIS **,233196,7729
ORL,UNST,ORLANDO,SAN,UNST,SAN DIEGO,232898,3441
BSL,SWTZ,BALE/MULOUSE,ZRH,SWTZ,ZURICH,232817,78
AUS,UNST,AUSTIN,WAS,UNST,WASHINGTON **,232784,2094
COS,UNST,COLORADO SPRINGS,DAL,UNST,DALLAS **,232494,950
MIL,ITAL,MILANO **,VCE,ITAL,VENICE,232420,264
NYC,UNST,NEW YORK **,PVD,UNST,PROVIDENCE,232330,239
RNB,SWED,RONNEBY,STO,SWED,STOCKHOLM **,231620,378
CMH,UNST,"COLUMBUS, OH **",FLL,UNST,FORT LAUDERDALE,231176,1569
BRE,GERF,BREMEN,PMI,SPAN,PALMA DE MALLORCA,231166,1569
IND,UNST,INDIANAPOLIS,MKC,UNST,KANSAS CITY,231160,715
BWI,UNST,BALTIMORE,SJC,UNST,SAN JOSE,231032,3912
BRS,UNKG,BRISTOL,DUB,IRLD,DUBLIN,230906,327
SAT,UNST,SAN ANTONIO,STL,UNST,ST LOUIS,230884,1265
CUN,MEXC,CANCUN,NYC,UNST,NEW YORK **,230688,2466
MIA,UNST,MIAMI **,ORL,UNST,ORLANDO,230356,322
JED,SAUD,JEDDAH,THR,IRAN,TEHRAN,230000,1966
BNE,ASTL,BRISBANE,TYO,JAPN,TOKYO **,229918,7184
AGP,SPAN,MALAGA,DUB,IRLD,DUBLIN,229816,1868
LAX,UNST,LOS ANGELES **,OMA,UNST,OMAHA,229186,2135
LYS,FRAN,LYON **,NCE,FRAN,NICE,229108,292
AMS,NETH,AMSTERDAM,GLA,UNKG,GLASGOW **,228928,715
DEN,UNST,DENVER,YTO,CAND,TORONTO,228708,2130
MAN,UNKG,MANCHESTER,MLA,MALT,MALTA,228427,2339
MIL,ITAL,MILANO **,REG,ITAL,REGGIO CALABRIA,228041,995
BVA,FRAN,BEAUVAIS,DUB,IRLD,DUBLIN,228000,728
ORL,UNST,ORLANDO,ROC,UNST,ROCHESTER,227822,1654
BKK,THAI,BANGKOK,CPH,DENM,COPENHAGEN **,227224,8601
AMS,NETH,AMSTERDAM,OSA,JAPN,OSAKA,227108,9207
HHN,GERF,HAHN,LON,UNKG,LONDON **,227025,588
BNA,UNST,NASHVILLE,PHX,UNST,PHOENIX,226688,2326
CLE,UNST,CLEVELAND,MSP,UNST,MINNEAPOLIS,226636,998
SYD,ASTL,SYDNEY,WLG,NEWZ,WELLINGTON,226524,2227
LON,UNKG,LONDON **,SEA,UNST,SEATTLE,226458,7696
JNB,SOUF,JOHANNESBURG,ZRH,SWTZ,ZURICH,226129,8421
AIY,UNST,ATLANTIC CITY,FLL,UNST,FORT LAUDERDALE,226122,1571
DUS,GERF,DUSSELDORF,IBZ,SPAN,IBIZA,226099,1442
OSA,JAPN,OSAKA **,SFO,UNST,SAN FRANCISCO,226050,8648
MIL,ITAL,MILANO **,VIE,AUST,VIENNA,226006,641
RUH,SAUD,RIYADH,TIF,SAUD,TAIF,226000,725
GIZ,SAUD,GIZAN,RUH,SAUD,RIYADH,226000,965
CMB,SRIL,COLOMBO,MLE,MALD,MALE,225905,781
AGP,SPAN,MALAGA,DUS,GERF,DUSSELDORF,225778,1852
LAX,UNST,LOS ANGELES **,SIN,SING,SINGAPORE **,225575,14094
MUC,GERF,MUNICH,NYC,UNST,NEW YORK **,225526,6488
FNI,FRAN,NIMES,PAR,FRAN,PARIS **,225366,565
DUS,GERF,DUSSELDORF,TCI,SPNA,TENERIFE **,225332,3207
AMS,NETH,AMSTERDAM,KUL,MALB,KUALA LUMPUR,225305,10195
HKG,HONG,HONG KONG,NGO,JAPN,NAGOYA,225217,2627
DAC,BANG,DHAKA,DXB,UNAR,DUBAI,224881,3538
BJS,CHIN,BEIJING,OSA,JAPN,OSAKA,224862,1780
DAL,UNST,DALLAS **,TYO,JAPN,TOKYO **,224554,10388
STL,UNST,ST LOUIS,TUL,UNST,TULSA,224212,563
DAC,BANG,DHAKA,RUH,SAUD,RIYADH,224000,4408
BOS,UNST,BOSTON,MKC,UNST,KANSAS CITY,223742,2011
ATL,UNST,ATLANTA,PHF,UNST,NEWPORT NEWS,223734,816
CMH,UNST,"COLUMBUS, OH **",SFO,UNST,SAN FRANCISCO,223534,3403
HOU,UNST,HOUSTON **,LIT,UNST,LITTLE ROCK,223442,634
NUE,GERF,NUREMBERG,BER,GERF,BERLIN **,223347,369
BHM,UNST,BIRMINGHAM,TPA,UNST,"TAMPA, FL **",223252,741
RNO,UNST,RENO,SLC,UNST,SALT LAKE CITY,223106,677
CAI,EGYP,CAIRO,FRA,GERF,FRANKFURT,222761,2919
CLE,UNST,CLEVELAND,DEN,UNST,DENVER,222730,1946
DEL,INDA,DELHI,FRA,GERF,FRANKFURT,222697,6118
CAY,FREG,CAYENNE,PAR,FRAN,PARIS **,222431,7089
NYC,UNST,NEW YORK **,TUS,UNST,TUCSON,221982,3413
AYT,TURK,ANTALYA,HAM,GERF,HAMBURG,221832,2451
LON,UNKG,LONDON **,VRN,ITAL,VERONA,221792,1081
MKE,UNST,MILWAUKEE,PHL,UNST,PHILADELPHIA,221582,1108
CLT,UNST,CHARLOTTE,DET,UNST,DETROIT **,221580,805
BOI,UNST,BOISE,LAX,UNST,LOS ANGELES **,221450,1087
BJS,CHIN,BEIJING,PAR,FRAN,PARIS **,221259,8214
DXB,UNAR,DUBAI,PAR,FRAN,PARIS **,221194,5240
AYT,TURK,ANTALYA,BRU,BELG,BRUSSELS,220674,2595
CHI,UNST,CHICAGO **,OKC,UNST,OKLAHOMA CITY,220202,1124
BRU,BELG,BRUSSELS,IST,TURK,ISTANBUL,220067,2166
NYC,UNST,NEW YORK **,POS,TRIN,PORT OF SPAIN,220057,3574
SIN,SING,SINGAPORE **,ZRH,SWTZ,ZURICH,220049,10298
